date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-12-17,13.6,12.2,16.1,0,0,180,17.6,33.5,1022.7,174
2015-12-18,12.4,11,13.9,0,0,209,15.8,31.3,1022.5,0
2015-12-19,12.4,10.4,15.4,0,0,167,19.4,40.7,1021.3,168
2015-12-20,11.7,10.8,12.5,1.2,0,158,22.7,46.8,1017.8,0
2015-12-21,10.9,9.4,12.3,2.9,0,209,29.2,72.7,1020.6,108
2015-12-22,12.7,10.9,14.6,0,0,202,26.3,54.4,1021.9,0
2015-12-23,10.6,6.9,13.3,0,0,205,24.1,61.6,1024.1,156
2015-12-24,10.7,6.5,13.8,1.1,0,169,25.9,51.1,1021.3,78
2015-12-25,9.7,7.8,13.3,3.3,0,194,17.6,46.4,1026.5,0
2015-12-26,12.7,9.8,14.9,0,0,203,24.1,48.2,1025.5,402
2015-12-27,10.8,8,13.5,0,0,175,19.1,38.2,1026.7,90
2015-12-28,9.7,4.2,13.9,0,0,146,17.3,46.4,1027,384
2015-12-29,9,6.7,11.2,0,0,156,18.7,43.9,1026,300
2015-12-30,6.7,5.1,9.2,0,0,151,25.9,60.5,1025.4,252
2015-12-31,6.9,4.4,10.6,2.3,0,172,22.7,61.6,1020.5,240
2016-01-01,5.9,3.8,7.9,0,0,145,15.1,43.2,1024,60
2016-01-02,5,4.4,6.2,1.7,0,144,25.9,48.6,1012.2,0
2016-01-03,6.2,5,7.9,9.1,0,151,22.3,52.9,1003.6,24
2016-01-04,5.4,2.8,7.8,0.6,0,163,18.4,53.6,990.4,0
2016-01-05,6.9,5.5,8.9,0.1,0,152,15.5,28.4,993.5,90
2016-01-06,6.5,5.2,7.9,1.3,0,150,12.6,24.8,999,6
2016-01-07,6.1,4.6,7.9,6.8,0,161,26.6,61.6,995,12
2016-01-08,4.8,2.5,8.1,0,0,207,21.6,49.3,1003.6,426
2016-01-09,4.9,2.7,7.4,1.9,0,153,22,42.5,1001.4,276
2016-01-10,7.1,4.7,9.5,0.3,0,176,23.4,46.4,993.3,324
2016-01-11,5.4,3.1,7.3,6.5,0,169,19.8,46.4,988.8,0
2016-01-12,6.1,4.8,7.9,3.7,0,228,23.4,51.8,995.7,48
2016-01-13,4.9,2.1,6.5,3.9,0,251,21.6,58,1010.6,6
2016-01-14,3,1.3,4.1,4.2,0,176,24.1,59.4,1007.1,6
2016-01-15,2.6,1.5,3.5,1.6,0,304,19.4,60.5,1009.3,0
2016-01-16,1.5,-1.8,3.9,1.1,0,278,16.9,52.9,1021.6,42
2016-01-17,-0.5,-5.3,1.9,0,0,321,11.9,38.9,1026.2,174
2016-01-18,-3.3,-6.9,0.5,0,0,128,11.2,28.4,1021.7,438
2016-01-19,-3.6,-6.3,-1.2,0,0,170,13.7,33.5,1017.8,456
2016-01-20,0,-2.5,3.2,0,0,206,10.4,22.3,1019.9,48
2016-01-21,1.2,-0.8,4.6,0,0,158,9,29.2,1027.1,162
2016-01-22,0,-2.4,2.3,4,0,150,23.8,48.6,1026.5,336
2016-01-23,5.8,1.4,7.2,0,0,213,14.4,30.2,1031.5,0
2016-01-24,6.4,4.3,8.9,0.7,0,164,18,35.6,1031.4,0
2016-01-25,10.7,8.4,14.1,0,0,158,18.4,38.9,1026.6,360
2016-01-26,10.2,9,12.1,0.7,0,209,22.3,49.3,1022.9,0
2016-01-27,10.8,9.6,12.3,5.5,0,212,32,65.5,1016.1,0
2016-01-28,6.5,1.7,9.9,0,0,239,16.6,53.6,1023.8,456
2016-01-29,7.2,2.8,9.8,0.8,0,209,30.6,65.5,1024.3,0
2016-01-30,7.1,3,9.7,10.9,0,223,32.4,68.4,1011.8,0
2016-01-31,6.2,3.2,11.9,5.4,0,221,21.2,42.5,1010.6,0
2016-02-01,11.4,10.4,12,0.3,0,236,32.4,68,1016.8,0
2016-02-02,8.8,6.2,11.4,8.9,0,237,29.2,59.8,1015.4,0
2016-02-03,5,2.3,7.9,0.9,0,249,20.9,53.6,1019.1,192
2016-02-04,4.2,2.1,7.1,3.9,0,253,16.6,40,1023.4,0
2016-02-05,7.4,3.7,10.4,0.7,0,185,16.6,35.3,1023.9,0
2016-02-06,9.6,7.5,12,0,0,168,23.8,46.4,1010.7,216
2016-02-07,9.1,6.4,11.6,2.7,0,191,27,57.2,1001.4,60
2016-02-08,8.5,5,10.3,4.4,0,205,40.3,91.4,994.3,72
2016-02-09,6.2,1.9,10.9,14.3,0,208,31.3,74.2,989.9,6
2016-02-10,4.3,2.6,6.9,4.4,0,231,22.3,50,994.9,42
2016-02-11,4,1.3,7.5,0,0,228,15.5,32.8,1005.2,216
2016-02-12,3.5,0,6.1,0,0,141,14.8,37.1,1000.9,270
2016-02-13,1.5,-3.8,5.3,4.6,0,81,10.8,39.6,990.6,144
2016-02-14,2.5,1.3,3.2,3.7,0,296,9.4,18.4,990,0
2016-02-15,0.8,-4,2.8,1.4,0,359,15.5,41.4,1016.9,60
2016-02-16,-0.5,-5.4,4.8,0,0,48,6.8,25.9,1035.7,546
2016-02-17,1,-6.6,6.4,0,0,119,6.5,27.7,1022.6,540
2016-02-18,2.7,-1.1,6,0,0,190,12.2,34.6,1016,258
2016-02-19,1.7,-1.3,5.4,1.4,0,178,11.2,31.3,1020.4,78
2016-02-20,7.2,2.5,10.9,7.5,0,203,27.4,55.4,1011.9,0
2016-02-21,11.3,10.4,12.7,0,0,237,36,70.9,1011.1,0
2016-02-22,7.3,2.6,11.6,11.3,0,249,25.9,64.8,1008.7,0
2016-02-23,3.7,-0.7,7.9,2.4,0,246,12.2,38.9,1014.2,90
2016-02-24,2.1,-2.5,6.7,0,0,258,6.8,24.8,1018.3,174
2016-02-25,0.8,-4,5.9,0,0,264,9.7,35.3,1015.2,234
2016-02-26,1.7,-1.9,5.9,0,0,158,8.3,24.1,1013.9,66
2016-02-27,2.9,-0.7,7.2,0,0,41,14.8,39.6,1011.1,564
2016-02-28,2.2,-2.7,6,0,0,28,17.3,47.5,1018.4,378
2016-02-29,2.2,-3.4,6.7,0,0,21,16.2,44.3,1023.5,570
2016-03-01,0.7,-6.3,5.5,6.1,0,155,15.8,52.9,1017.9,168
2016-03-02,6,3.1,8.9,4.2,0,206,25.6,69.1,1000,138
2016-03-03,3.7,0.2,7.6,0.1,0,219,13.7,39.6,1002.2,156
2016-03-04,2.2,0.5,3.6,10,0,151,24.5,61.6,997.9,0
2016-03-05,2.8,-0.9,6.3,1.8,0,21,5.4,22.3,996.8,6
2016-03-06,2.4,-2.4,6,3.8,0,230,5.8,23.4,1000.8,168
2016-03-07,1.5,-2.4,5.1,1.4,10,233,6.1,16.6,1006.1,108
2016-03-08,1.2,-3.6,6.2,0,0,202,9.7,29.5,1015.8,108
2016-03-09,3.7,-2.3,8.6,0,0,138,23.8,61.2,1009.4,624
2016-03-10,3.5,-3.3,10.3,0,0,35,7.6,25.2,1019.1,576
2016-03-11,4.6,-1.4,10.8,0,0,48,13.7,35.3,1028.2,330
2016-03-12,2.8,-3.2,8.2,0,0,56,12.2,34.6,1031.5,588
2016-03-13,4.2,-0.5,9.4,0,0,49,16.6,43.2,1034.5,648
2016-03-14,4.1,-2.6,10,0,0,51,15.1,38.9,1033.3,642
2016-03-15,3.7,-1.6,7.3,0,0,22,11.9,37.1,1028.4,66
2016-03-16,5.1,0.5,9.3,0,0,58,20.2,51.8,1029.5,462
2016-03-17,5.3,-1.1,11.9,0,0,33,10.4,25.2,1028.6,654
2016-03-18,2.5,-2.3,5.9,0,0,313,7.2,25.9,1024,0
2016-03-19,5.6,4.5,6.8,0,0,325,8.6,22.3,1023.2,0
2016-03-20,6.5,4.6,9.3,0.4,0,322,10.8,25.9,1021.3,36
2016-03-21,7.2,5.5,9.8,0.2,0,297,13.3,35.6,1019.9,0
2016-03-22,7.4,4.4,11.1,1,0,297,12.2,35.3,1015.5,18
2016-03-23,7.4,3.9,10.2,0.2,0,321,13.3,31.3,1013.5,30
2016-03-24,6.9,3.1,9.4,1.6,0,251,9.7,27.7,1015.3,0
2016-03-25,7.4,6.3,8.8,6.4,0,235,17.3,37.8,1013.9,0
2016-03-26,10.1,1,15.6,0.6,0,182,22.3,56.5,1015.5,582
2016-03-27,10.5,7.5,13.9,2.4,0,,27.4,55.1,1008.3,222
2016-03-28,9.2,5.9,12.3,1.4,0,177,29.5,70.2,1000.2,84
2016-03-29,8,5.5,11.9,0.9,0,218,27,71.6,1007.5,162
2016-03-30,9.9,7,12.9,0.7,0,228,17.3,37.8,1010.4,102
2016-03-31,7.6,5.9,9.7,0.4,0,32,11.5,38.9,1013.8,0
2016-04-01,8.9,2.2,14.1,0,0,62,10.8,38.2,1020.5,576
2016-04-02,11.6,7.2,15.9,0,0,144,14,47.5,1017.1,252
2016-04-03,15.6,12.4,19.8,2,0,162,15.8,43.2,1010.8,228
2016-04-04,13.8,8.3,17.1,0.7,0,172,17.3,46.4,1007.2,312
2016-04-05,10.6,7.5,12.3,9.8,0,209,9.7,35.6,1007.9,30
2016-04-06,9.8,6.4,14,1,0,224,25.2,57.2,1010.2,156
2016-04-07,7.6,3.8,12.5,2.1,0,229,21.2,50.8,1010.5,336
2016-04-08,7,3,12.2,0,0,187,8.6,24.1,1012.5,96
2016-04-09,10,1.4,15.7,0,0,154,13.7,35.3,1009.2,684
2016-04-10,12.2,6.6,17.4,0,0,134,12.2,35.3,1011.4,336
2016-04-11,14.2,6.2,20.3,0.1,0,114,17.3,40,1011.5,732
2016-04-12,12.8,6.3,19.3,3,0,195,10.8,69.8,1010,456
2016-04-13,9.7,4.6,13.3,0,0,5,5.4,27.7,1009.8,0
2016-04-14,10.7,2.3,17,4.2,0,224,6.5,37.1,1012.2,624
2016-04-15,12.5,9.3,16.3,0,0,197,23.4,59.4,1004,288
2016-04-16,10.4,5.6,14.8,3.2,0,222,20.9,48.2,1002.7,96
2016-04-17,7.2,1.2,11.1,0,0,295,10.8,35.6,1013.1,312
2016-04-18,8,-0.3,13.8,0,0,243,12.6,37.1,1022.3,480
2016-04-19,10.1,3,14.1,0,0,280,14.8,35.3,1027,132
2016-04-20,8.5,-0.6,15.1,0,0,28,9,27.7,1030.9,780
2016-04-21,12.4,3.8,19.7,0,0,31,10.8,29.2,1024.4,762
2016-04-22,10.9,6.8,15.3,0,0,26,15.1,38.9,1019.6,492
2016-04-23,7,2.1,10.5,0,0,359,16.9,44.3,1015.4,204
2016-04-24,4.4,1.7,8.5,1.9,0,296,14,52.6,1015.1,390
2016-04-25,4.4,0.3,8.5,8.7,0,241,19.1,55.4,1008.7,168
2016-04-26,4,0.9,8.2,5,0,241,25.6,62.3,1001.5,174
2016-04-27,5.3,2.7,10,1.9,0,250,25.9,60.5,1006.7,180
2016-04-28,5.5,2.4,10.9,1.9,0,241,11.5,40.7,1015.4,306
2016-04-29,7.6,3.6,12.1,7.4,0,191,19.8,50,1015.3,174
2016-04-30,7.5,5.9,9.8,2.4,0,18,7.2,29.5,1019.9,0
2016-05-01,9.1,3.7,15.4,0,0,0,16.2,40,1026.4,516
2016-05-02,11.9,1.7,19.7,2.4,0,241,6.5,22.3,1023.8,660
2016-05-03,11.2,3.4,14.9,0,0,291,16.6,45.7,1023.5,420
2016-05-04,9.5,0.8,15.6,0,0,48,7.6,25.9,1029.5,792
2016-05-05,12.9,2.5,20.5,0,0,114,13.3,42.5,1024.1,852
2016-05-06,17.1,6.7,24.4,0,0,118,14.8,44.3,1014.8,762
2016-05-07,19.1,8.7,26,0,0,129,13.3,44.3,1011.4,828
2016-05-08,20.5,15.1,25.4,0,0,113,18,44.3,1012.3,870
2016-05-09,19.5,10.6,26.3,0,0,86,14.8,41.4,1013.1,672
2016-05-10,18.5,13.4,22.7,0,0,115,11.2,42.5,1010,126
2016-05-11,19.8,11.2,25.6,0,0,102,11.9,37.1,1005.1,564
2016-05-12,19.5,13.4,25.7,0,0,57,18.4,47.5,1000.3,780
2016-05-13,17.8,10.3,23.4,0,0,21,18,45.7,1003.7,774
2016-05-14,9.3,6.4,12.5,0,0,335,20.2,47.5,1014.1,156
2016-05-15,8.8,5,13.3,0.5,0,287,18,48.6,1020,204
2016-05-16,9.6,6.1,13.4,0,0,296,10.8,28.4,1020.8,150
2016-05-17,13.1,8.1,18,0,0,235,13,41.4,1017.6,78
2016-05-18,14.8,11.5,19.6,0.9,0,184,14.8,45.7,1010,66
2016-05-19,13.5,8.4,18.8,0,0,240,9.7,25.9,1011.9,330
2016-05-20,14.1,9.1,19,0,0,214,17.3,40.7,1018.1,78
2016-05-21,18.7,11.7,24.1,0,0,172,18.4,44.3,1015.2,570
2016-05-22,18.1,14.9,21.6,4.7,0,176,15.1,42.5,1008.5,84
2016-05-23,12.5,10.2,15.2,7.5,0,233,19.4,47.5,1011.5,0
2016-05-24,11.2,9.7,14.1,0,0,331,15.5,37.1,1017.2,6
2016-05-25,13,9.6,18,0,0,274,6.8,32.8,1016.2,258
2016-05-26,16.3,7.1,22.4,0,0,44,7.2,24.8,1016.5,546
2016-05-27,18,14.2,22.9,0,0,40,9.7,29.5,1015.6,228
2016-05-28,18.8,12.7,25,0,0,356,6.1,19.8,1012.8,408
2016-05-29,17.7,11.8,22.8,10,0,38,14.8,39.6,1007.6,114
2016-05-30,17.2,15.2,21.4,25.1,0,6,13.3,33.5,1004.1,54
2016-05-31,17.6,13.6,21.3,7.1,0,127,14.4,45.7,1010,180
2016-06-01,17.2,13.7,21.2,10.6,0,281,9,32.8,1012.8,12
2016-06-02,18.9,14,24.6,7.3,0,24,9.7,53.6,1010.9,360
2016-06-03,18.9,15.1,23.9,1.6,0,3,8.6,23.4,1012.4,222
2016-06-04,19,14.7,25.6,0.2,0,275,9,29.5,1013.6,234
2016-06-05,20.5,13.9,27.9,0.6,0,327,7.9,31.3,1017.6,390
2016-06-06,20.9,15.1,27.6,0,0,11,8.6,27.7,1020.5,600
2016-06-07,19.2,14,28.1,3.6,0,54,8.3,45,1021.8,414
2016-06-08,18.1,12.4,23.7,0,0,358,11.5,34.6,1021,612
2016-06-09,15.9,10.8,20.9,0,0,341,9.7,29.5,1019.7,684
2016-06-10,16.1,9.6,22.2,0,0,346,6.1,22.3,1014.5,594
2016-06-11,17.8,14.3,22.8,0,0,27,8.6,25.9,1011.1,222
2016-06-12,16.4,12.7,21.2,3,0,291,6.8,27,1008.9,42
2016-06-13,16,14.3,20.4,9.8,0,226,12.2,31,1002.5,84
2016-06-14,16.4,13.8,21,0.1,0,226,15.5,38.9,1000.1,192
2016-06-15,14.7,11.2,18.6,8.7,0,175,11.5,45.7,1000.5,120
2016-06-16,14.8,9.5,21,13.2,0,143,8.3,40,1003.2,414
2016-06-17,14.7,11.9,20.1,6.1,0,241,10.8,31.3,1007.3,120
2016-06-18,14.7,12.7,19.2,6.1,0,231,14.4,54.4,1016.5,96
2016-06-19,14.5,9.1,19.5,0,0,277,10.4,29.2,1024.3,324
2016-06-20,15.8,10.1,21,10.2,0,172,20.9,48.2,1019.2,162
2016-06-21,17.9,14.5,22.1,5.9,0,193,11.5,33.5,1019.7,6
2016-06-22,20.8,15.1,25.5,0,0,186,10.4,24.1,1022.8,180
2016-06-23,25,17,33.4,7.3,0,149,13.7,58,1017.9,666
2016-06-24,21.6,17.9,25,0.6,0,312,10.4,29.5,1017.7,150
2016-06-25,15.9,11.2,18.2,22,0,321,9.4,30.2,1016.4,18
2016-06-26,14.6,10.8,19.9,8.4,0,225,14.4,52.6,1018.3,348
2016-06-27,15.2,11.9,18.1,3.6,0,218,15.1,38.9,1019.2,216
2016-06-28,18.1,12.5,23.4,8.8,0,189,9.4,32,1016.7,402
2016-06-29,17.4,14.1,21.5,0.4,0,220,19.8,50.8,1012.6,348
2016-06-30,18.2,15.2,21.2,0.7,0,207,19.8,40.7,1013.1,6
2016-07-01,19.4,16.7,22.6,5.8,0,199,22,47.5,1013.2,96
2016-07-02,15,11,19.3,0.4,0,232,19.8,70.2,1015.4,360
2016-07-03,15.1,11,19.9,4.7,0,230,15.8,50,1020.6,390
2016-07-04,17.4,10.9,22,0,0,180,9,27.7,1020.3,498
2016-07-05,17.1,11.8,20.5,2.5,0,243,18,56.2,1017,192
2016-07-06,15.6,9.5,21,0,0,285,10.4,31.3,1021.5,486
2016-07-07,17,8.3,22.6,0,0,10,6.5,25.2,1021.6,528
2016-07-08,19.9,16,24,0,0,214,15.8,42.5,1016.7,246
2016-07-09,20.4,16.7,25,0,0,239,13.7,30.2,1019.3,372
2016-07-10,24.3,17.9,30.4,0,0,193,17.3,40,1011.9,642
2016-07-11,20.1,15.9,24.6,0,0,247,19.1,51.8,1011.2,282
2016-07-12,18,13.1,22.5,0.1,0,239,16.2,46.4,1013.1,426
2016-07-13,14.9,11.6,18.8,3.4,0,247,12.2,43.9,1015.1,174
2016-07-14,14.7,7.6,20.3,0,0,303,14,43.9,1020.7,576
2016-07-15,16.5,11.3,21.5,0,0,279,10.8,28.4,1025.8,480
2016-07-16,18.7,13.5,23.7,0,0,219,10.4,25.9,1025,18
2016-07-17,20.7,14.5,24.8,0,0,261,11.9,36.4,1022.1,180
2016-07-18,21.6,12.7,28.8,0,0,280,7.6,27.7,1022.1,780
2016-07-19,23.7,13.4,30.8,0,0,89,7.6,25.9,1020.6,900
2016-07-20,26.2,16.1,35,0.2,0,131,14,52.6,1014,696
2016-07-21,24.5,19.4,29.9,0,0,249,9.7,31.3,1015,606
2016-07-22,23.1,18.5,27.8,0,0,26,11.5,40.7,1016.7,414
2016-07-23,21.8,16.7,26.4,0,0,19,8.3,21.6,1018.4,54
2016-07-24,21.7,14.6,27.8,0,0,311,6.8,24.1,1019.6,606
2016-07-25,21.9,17.4,26.9,0,0,260,10.1,33.5,1019.6,270
2016-07-26,20,15.3,22.8,0,0,296,6.5,18.4,1020.8,66
2016-07-27,19.9,15.8,24.5,1.2,0,221,15.1,38.2,1017.8,420
2016-07-28,19.7,17.1,24.4,1.5,0,210,13.3,45,1015.4,114
2016-07-29,19.3,15.4,24.2,0.2,0,228,15.1,38.2,1013.2,156
2016-07-30,19.3,16,24.7,0,0,247,12.2,33.5,1013.5,330
2016-07-31,17.3,10.6,20.4,5,0,285,9.7,41.4,1015.3,162
2016-08-01,16.9,10.4,24.1,3.9,0,214,10.1,40.7,1019.2,264
2016-08-02,16.1,13.3,18.1,6.4,0,189,15.1,39.6,1015.3,0
2016-08-03,18.7,17.1,19.8,10.7,0,210,21.2,42.5,1012,0
2016-08-04,17.7,14.7,20.1,0,0,223,19.1,42.5,1012.4,48
2016-08-05,16.9,12.2,22.1,0,0,237,13,44.3,1019,192
2016-08-06,17.6,11.6,22.8,0,0,244,13.3,37.8,1026.5,414
2016-08-07,19.6,10.2,26.1,0,0,210,15.1,42.5,1026,558
2016-08-08,18.1,11.9,21.7,0.2,0,243,17.6,45.7,1020.8,198
2016-08-09,14.9,10.4,19.4,0.4,0,276,10.8,40,1022.2,330
2016-08-10,12.9,7.8,17.9,1.9,0,290,9.4,40.7,1022.8,342
2016-08-11,12.4,6.4,17.4,7.1,0,201,16.2,45,1023,6
2016-08-12,18.2,14.8,22.4,0.1,0,238,15.1,35.3,1023.2,66
2016-08-13,18.5,15.1,22.6,0,0,237,13,33.5,1023,516
2016-08-14,18.3,12.7,23.3,0,0,25,7.6,31,1024,306
2016-08-15,17.7,12.8,23.1,0,0,24,11.2,35.3,1024,642
2016-08-16,17.8,12,23.6,0,0,29,11.9,29.2,1019.1,810
2016-08-17,18.8,11.7,25,0,0,39,10.4,29.2,1014.2,816
2016-08-18,18.8,9.8,26.8,0,0,24,7.6,24.1,1010.1,792
2016-08-19,19.6,10.5,26.6,0.2,0,153,10.8,38.9,1010.3,492
2016-08-20,19.2,14.7,24.6,4.3,0,219,19.1,59.8,1012.6,348
2016-08-21,16.6,14.6,19.3,0.7,0,212,21.6,48.2,1018.3,78
2016-08-22,17.3,14.2,23,1.2,0,204,14,27.7,1025.7,114
2016-08-23,20.8,12.1,29,0,0,148,8.6,33.5,1026.4,792
2016-08-24,24.3,14.6,31.3,0,0,133,13.7,42.1,1021.8,798
2016-08-25,27.1,21.3,33.5,0,0,146,18,48.6,1016.5,792
2016-08-26,26.7,21.6,32.9,0,0,175,14.4,31.3,1016.5,720
2016-08-27,25.3,19.1,33.5,5.1,0,36,13.3,79.6,1017.1,648
2016-08-28,23.8,16.8,31.3,0,0,209,17.6,47.5,1014,588
2016-08-29,17.8,12.7,21.9,1.8,0,265,10.4,25.9,1020.4,108
2016-08-30,17.5,9.4,24.3,0,0,40,7.2,25.2,1025.6,762
2016-08-31,18.8,8.9,26.9,0,0,143,9.4,29.5,1021.4,732
2016-09-01,18.6,12.4,25.3,0,0,248,10.1,35.3,1022.8,462
2016-09-02,18.9,11.6,24.6,0,0,219,13,39.6,1020.9,552
2016-09-03,19.2,14.8,24.7,0.7,0,241,10.4,28.4,1017.8,336
2016-09-04,18.8,15.9,22.9,9.6,0,226,20.2,54.4,1012.7,102
2016-09-05,17.7,12.6,22.9,0,0,280,11.2,27.7,1020.3,222
2016-09-06,19,12,26.1,0,0,142,9.4,27.7,1026,726
2016-09-07,20.1,13.1,27.3,0,0,108,9,27.7,1020.5,738
2016-09-08,22,13.5,28,0,0,198,14,36.4,1012.9,720
2016-09-09,18.1,12.2,23.8,0,0,264,8.6,22.3,1018.7,474
2016-09-10,18.8,10.1,27,0,0,142,6.8,24.1,1016.7,708
2016-09-11,20,15.3,25,0,0,126,7.6,20.5,1018.2,282
2016-09-12,22.3,13,31.5,0,0,112,6.1,24.8,1016.9,666
2016-09-13,24.3,16.6,32.6,0,0,120,10.8,34.6,1014.1,708
2016-09-14,24.3,16.6,32.3,0,0,114,9,33.5,1012.9,696
2016-09-15,23.1,16.3,30.8,1.1,0,76,12.2,43.2,1011,606
2016-09-16,18.7,15.4,22.1,0,0,204,15.5,38.9,1013.7,270
2016-09-17,17.7,13.2,21.5,0.8,0,336,9,24.1,1016.1,222
2016-09-18,16.7,13.3,19.8,0,0,359,11.5,29.2,1017.1,96
2016-09-19,14.9,10.1,19.5,0,0,6,7.6,22.3,1019.8,24
2016-09-20,14.7,9.2,18.5,0,0,20,4.7,16.6,1020,0
2016-09-21,15.5,8.2,21.3,0,0,106,7.2,27,1020.5,600
2016-09-22,15,7.4,21.9,0,0,130,7.9,25.2,1021.9,486
2016-09-23,15.5,9.9,22,0,0,198,9.7,25.2,1025.1,336
2016-09-24,17.3,8.8,24.6,0,0,142,13,31.3,1023.8,660
2016-09-25,18.9,13.5,27.3,0,0,182,19.1,46.8,1018.7,630
2016-09-26,15.1,9.1,20.7,0,0,269,6.8,20.5,1024.2,438
2016-09-27,14.8,6.8,22.4,0,0,246,5.8,27,1026.4,630
2016-09-28,17.9,11.7,22.6,0,0,203,19.1,40.7,1025.2,264
2016-09-29,18.4,14.3,22.8,2,0,206,25.2,58.7,1017.5,270
2016-09-30,15.1,11.9,18.6,0.1,0,229,15.5,35.3,1014.8,222
2016-10-01,14.3,10.8,18.7,3.1,0,173,11.9,55.1,1010,120
2016-10-02,12.4,10.3,15.6,0.8,0,212,22.7,46.4,1012.4,54
2016-10-03,13.7,10.2,17.9,3.3,0,310,12.2,35.3,1025.2,228
2016-10-04,12.6,8.9,18,0,0,46,14.4,44.3,1033.2,306
2016-10-05,9.8,4.5,14.8,0,0,52,18.4,44.3,1032.9,630
2016-10-06,8.7,2.3,12,0,0,30,14,46.4,1025.4,36
2016-10-07,11.8,10.4,15.5,0.2,0,27,10.8,25.2,1021.9,36
2016-10-08,9.5,2.6,14.7,0,0,31,10.4,31,1024.6,348
2016-10-09,8.3,2.1,13.8,0.1,0,8,5.4,27.7,1026.1,258
2016-10-10,8.5,2.8,12.3,0.1,0,122,6.1,24.1,1024.5,48
2016-10-11,7.4,0.7,13.3,1.6,0,4,7.2,27.7,1022.1,174
2016-10-12,8.7,7.4,10.3,0,0,41,14.4,31.3,1020.5,0
2016-10-13,8.9,4.5,13.3,0,0,73,16.9,53.6,1016.8,246
2016-10-14,10,5.5,14.4,0.8,0,70,10.4,29.5,1008.8,24
2016-10-15,11.8,8.3,16.9,0.5,0,176,15.8,37.8,1012,168
2016-10-16,13.6,7.3,19.8,0,0,145,17.3,35.3,1020.3,564
2016-10-17,12.9,8.2,15.8,0,0,183,11.9,30.2,1021.9,42
2016-10-18,11.2,7.7,15.7,3.7,0,192,18,46.4,1020.6,234
2016-10-19,8.5,6.5,11.5,12.6,0,244,21.2,60.5,1014.8,6
2016-10-20,7.6,5.8,9,2.3,0,296,7.2,18,1014.1,0
2016-10-21,7.6,6.5,8.5,4.3,0,290,11.2,29.2,1015.9,36
2016-10-22,7.9,1.3,10.2,0,0,344,8.6,20.5,1014.8,66
2016-10-23,4.1,-1.1,9.4,0,0,60,5.4,20.9,1014.2,240
2016-10-24,8.7,5.4,10.3,4.4,0,36,5.8,16.6,1013.8,0
2016-10-25,9.4,8.5,10.3,0,0,293,6.8,19.1,1023.5,0
2016-10-26,9.7,8.3,12.8,0,0,310,6.1,18.4,1029.8,120
2016-10-27,11.1,9.5,13.2,0,0,201,13,27.7,1033.1,0
2016-10-28,12.2,10.3,13.6,0,0,228,15.8,33.5,1033.8,0
2016-10-29,10.9,4.4,14.6,0,0,317,7.9,29.5,1034.8,390
2016-10-30,9.3,4.3,15,0,0,91,5.8,18.4,1032,480
2016-10-31,9.9,4.8,15.7,0,0,123,8.6,30.2,1029,534
2016-11-01,10.1,6.9,14.1,0.2,0,188,10.1,40,1021.8,306
2016-11-02,7.5,4.7,10.4,4.2,0,272,13.3,42.5,1020,120
2016-11-03,7.2,5.7,9.8,0,0,220,10.4,22.3,1022,6
2016-11-04,7.4,5.3,10.6,2.5,0,164,16.2,32.8,1013.4,66
2016-11-05,7.8,6.1,10.4,0,0,219,15.8,31.3,1002,66
2016-11-06,5.8,2.8,7.8,0.5,0,229,20.9,46.4,1000.7,126
2016-11-07,5.1,2.7,5.9,2.3,0,237,9.7,21.6,1006.7,0
2016-11-08,2.7,1.1,4.5,0.6,0,326,10.4,30.2,1010.1,30
2016-11-09,3,0.8,4.9,8.3,0,141,16.6,37.1,1003.3,0
2016-11-10,5,1.6,7.4,8.4,0,208,11.5,31,1005.9,0
2016-11-11,3.6,0.5,6.2,0,0,26,13,35.3,1018,0
2016-11-12,2.3,-2.3,5.4,0,0,127,16.2,36.4,1025.1,384
2016-11-13,3.7,0.9,5.5,0,0,138,14.8,35.6,1026.8,6
2016-11-14,2.6,-0.3,5,0.8,0,156,17.6,38.9,1032.7,108
2016-11-15,6.5,3.2,10.4,9.2,0,166,18.7,40.7,1025.9,0
2016-11-16,11.7,10.2,13.1,9.5,0,219,21.6,45,1016.6,0
2016-11-17,10.9,9.2,13,3.3,0,211,26.3,59.4,1005.4,36
2016-11-18,7.9,4.8,12.8,3.2,0,210,24.5,81,999.3,156
2016-11-19,6.3,4.6,8.5,0,0,182,20.9,38.9,1006.7,54
2016-11-20,10.2,5.4,14.6,1.2,0,171,32.4,84.6,998.5,36
2016-11-21,13.1,11.7,14.5,3,0,160,23.4,51.8,1000.9,0
2016-11-22,12,9.4,13.7,0.1,0,163,20.9,49.3,1010.1,48
2016-11-23,10.1,6.6,13.1,0.2,0,72,7.6,22.3,1017.8,30
2016-11-24,8.5,5.1,10.2,0,0,37,20.5,43.9,1021.4,78
2016-11-25,5,2.5,8.3,0,0,50,17.3,36.4,1021.6,462
2016-11-26,4,-1.6,9.3,0.4,0,343,6.1,16.6,1020.5,0
2016-11-27,3.7,-1.9,8.4,0,0,310,5.4,24.1,1022.2,18
2016-11-28,0.4,-5.6,3.9,0,0,42,11.5,42.5,1031.4,408
2016-11-29,-2,-7.3,4.5,0,0,73,5.8,27.7,1035.7,450
2016-11-30,0.5,-4.7,3.9,0,0,197,12.6,29.5,1033.6,312
